id_respondente,sexo_desc,escolaridade_desc,raca_desc,religiao_desc,rend1_desc,rend2_desc,regiao_desc,cond_desc,porte_desc,p4_desc,p6a_desc,p6b_desc,p6c_desc,p6d_desc,p6e_desc,idade_num,idade_num_norm,p5_desc
246,FEM,4ª série (ou 5º ano),Branca,Evangélica - Não sabe especificar,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,PERIFERIA,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,59.0,0.5810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
247,FEM,3ª série,Preta,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,21.0,0.06756756756756754,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
248,FEM,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda em parte,Concorda em parte,Discorda totalmente,Concorda totalmente,40.0,0.32432432432432434,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
249,MAS,7ª série (ou 8º ano),Parda,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,CAPITAL,MAIS DE 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Concorda totalmente,Concorda totalmente,20.0,0.05405405405405406,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
250,MAS,3ª série,Parda,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 5 A 10,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,48.0,0.43243243243243246,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
251,MAS,1ª série,Preta,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,36.0,0.2702702702702703,Tenho visto mais pessoas trabalhando nos semáforos/ruas
252,MAS,Superior completo,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 5 A 10,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,25.0,0.1216216216216216,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
253,FEM,3ª série,Preta,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,18.0,0.02702702702702703,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
254,FEM,4ª série (ou 5º ano),Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,Não sabe/ Não respondeu,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,73.0,0.7702702702702703,Não sabe/ Não respondeu
255,FEM,Superior completo,Branca,"Ateu, não tem religião",MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Não sabe/ Não respondeu,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,59.0,0.5810810810810811,Não sabe/ Não respondeu
256,FEM,Superior incompleto,Parda,Evangélica - Não sabe especificar,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,35.0,0.2567567567567568,Tenho visto mais favelas/barracos/áreas ocupadas
257,FEM,Superior incompleto,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Não sabe/ Não respondeu,Discorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,51.0,0.472972972972973,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
258,MAS,1ª série (ou 2º ano),Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,64.0,0.6486486486486487,Não sabe/ Não respondeu
259,MAS,3ª série,Parda,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",Discorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda em parte,23.0,0.09459459459459463,Tenho visto mais pessoas trabalhando nos semáforos/ruas
260,FEM,Superior completo,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,45.0,0.3918918918918919,Tenho visto mais pessoas trabalhando nos semáforos/ruas
261,MAS,2ª série,Parda,Testemunha de Jeová,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,56.0,0.5405405405405406,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
262,FEM,3ª série,Branca,Espírita/ Kardecista,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,Dar aula particular/ aula de reforço,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,34.0,0.24324324324324326,Tenho visto mais favelas/barracos/áreas ocupadas
263,FEM,3ª série,Parda,"Afro-Brasileiras (Umbanda, Candomblé, etc)",ATÉ 1,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Não sabe/ Não respondeu,Concorda totalmente,Não sabe/ Não respondeu,Não sabe/ Não respondeu,18.0,0.02702702702702703,Não sabe/ Não respondeu
264,FEM,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,CENTRO OESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,52.0,0.4864864864864865,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
265,FEM,3ª série,Preta,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 100.001 A 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,33.0,0.22972972972972971,Tenho visto mais pessoas trabalhando nos semáforos/ruas
266,MAS,1ª série,Branca,"Ateu, não tem religião",ATÉ 1,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,30.0,0.1891891891891892,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
267,FEM,3ª série,Parda,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Trabalhar como babá/ cuidar de crianças,Discorda em parte,Concorda em parte,Discorda em parte,Discorda em parte,Discorda em parte,20.0,0.05405405405405406,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
268,FEM,3ª série,Parda,Evangélica - Não sabe especificar,ATÉ 1,MAIS DE 2 A 5,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda em parte,56.0,0.5405405405405406,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
269,FEM,1ª série,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Discorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,35.0,0.2567567567567568,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
270,MAS,3ª série,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 100.001 A 500.000,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda em parte,Concorda totalmente,35.0,0.2567567567567568,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
271,FEM,4ª série (ou 5º ano),Parda,Católica Apostólica Romana,NÃO RESPONDEU,MAIS DE 5 A 10,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,60.0,0.5945945945945946,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
272,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 100.001 A 500.000,"Fazer trabalhos manuais, como bijuterias, artesanatos","Não concorda, nem discorda",Concorda em parte,Concorda em parte,Discorda em parte,Concorda totalmente,42.0,0.3513513513513513,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
273,FEM,Superior incompleto,Branca,Assembléia de Deus,MAIS DE 2 A 5,MAIS DE 10 A 20,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,35.0,0.2567567567567568,Tenho visto mais pessoas trabalhando nos semáforos/ruas
274,MAS,3ª série,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,CAPITAL,MAIS DE 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,43.0,0.3648648648648649,Não sabe/ Não respondeu
275,FEM,Superior incompleto,Parda,"Afro-Brasileiras (Umbanda, Candomblé, etc)",MAIS DE 2 A 5,MAIS DE 2 A 5,NORDESTE,CAPITAL,MAIS DE 500.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,25.0,0.1216216216216216,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
276,FEM,6ª série (ou 7º ano),Branca,Assembléia de Deus,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,65.0,0.6621621621621622,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
277,FEM,8ª série (ou 9º ano),Branca,Evangelho Quadrangular,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,PERIFERIA,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,57.0,0.5540540540540541,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
278,FEM,8ª série (ou 9º ano),Branca,Evangelho Quadrangular,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,PERIFERIA,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,57.0,0.5540540540540541,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
279,MAS,6ª série (ou 7º ano),Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Discorda em parte,Concorda em parte,Concorda totalmente,32.0,0.21621621621621623,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
280,MAS,7ª série (ou 8º ano),Preta,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não sabe/ Não respondeu,Discorda totalmente,Concorda em parte,Discorda em parte,Discorda em parte,Concorda em parte,20.0,0.05405405405405406,Não sabe/ Não respondeu
281,FEM,Analfabeto,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,77.0,0.8243243243243243,Não sabe/ Não respondeu
282,FEM,1ª série,Branca,Assembléia de Deus,ATÉ 1,NÃO RESPONDEU,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,Concorda totalmente,18.0,0.02702702702702703,Não sabe/ Não respondeu
283,FEM,8ª série (ou 9º ano),Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,33.0,0.22972972972972971,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
284,FEM,3ª série,Parda,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)","Não concorda, nem discorda",Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda em parte,29.0,0.17567567567567566,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
285,FEM,3ª série,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,Vender roupas e outros artigos usados,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,29.0,0.17567567567567566,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
286,FEM,2ª série (ou 3º ano),Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,Vender roupas e outros artigos usados,Discorda totalmente,Discorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,51.0,0.472972972972973,Não sabe/ Não respondeu
287,FEM,4ª série (ou 5º ano),Parda,Universal do Reino de Deus,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda em parte,Concorda em parte,Discorda em parte,Discorda totalmente,Concorda totalmente,43.0,0.3648648648648649,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
288,FEM,Superior completo,Preta,Universal do Reino de Deus,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda em parte,Concorda totalmente,Discorda em parte,Concorda totalmente,36.0,0.2702702702702703,Não sabe/ Não respondeu
289,FEM,1ª série,Branca,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,39.0,0.31081081081081086,Não sabe/ Não respondeu
290,MAS,3ª série (ou 4º ano),Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,56.0,0.5405405405405406,Não sabe/ Não respondeu
291,FEM,3ª série,Branca,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda totalmente,31.0,0.20270270270270274,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
292,FEM,8ª série (ou 9º ano),Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,23.0,0.09459459459459463,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
293,MAS,3ª série,Parda,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,PERIFERIA,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,26.0,0.13513513513513514,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
294,MAS,Superior completo,Branca,Universal do Reino de Deus,MAIS DE 5 A 10,MAIS DE 10 A 20,CENTRO OESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,66.0,0.6756756756756757,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
295,FEM,5ª série (ou 6º ano),Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,19.0,0.04054054054054057,Não sabe/ Não respondeu
296,FEM,3ª série,Branca,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 20,SUDESTE,CAPITAL,MAIS DE 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Discorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,53.0,0.5,Tenho visto mais pessoas trabalhando nos semáforos/ruas
297,FEM,Superior incompleto,Parda,Evangélica - Não sabe especificar,ATÉ 1,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Concorda totalmente,Discorda em parte,Concorda totalmente,Discorda em parte,Concorda totalmente,30.0,0.1891891891891892,Tenho visto mais favelas/barracos/áreas ocupadas
298,FEM,7ª série (ou 8º ano),Parda,Não respondeu,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,41.0,0.33783783783783783,Tenho visto mais pessoas trabalhando nos semáforos/ruas
299,FEM,3ª série,Parda,Outras Evangélicas específicas,ATÉ 1,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,19.0,0.04054054054054057,Tenho visto mais pessoas trabalhando nos semáforos/ruas
300,MAS,6ª série (ou 7º ano),Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,"Não concorda, nem discorda",Concorda totalmente,28.0,0.16216216216216217,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
301,FEM,Superior completo,Branca,Espírita/ Kardecista,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,"Não concorda, nem discorda",64.0,0.6486486486486487,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
302,FEM,Superior completo,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,55.0,0.5270270270270271,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
303,FEM,Superior completo,Parda,Batista/ Metodista/ Presbiteriana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda em parte,62.0,0.6216216216216217,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
304,MAS,Superior incompleto,Branca,Batista/ Metodista/ Presbiteriana,ATÉ 1,MAIS DE 10 A 20,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda em parte,Discorda em parte,Discorda totalmente,Discorda em parte,21.0,0.06756756756756754,Não sabe/ Não respondeu
305,MAS,3ª série,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,SUDESTE,PERIFERIA,DE 100.001 A 500.000,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",Concorda em parte,Discorda totalmente,Concorda em parte,Concorda totalmente,Concorda totalmente,58.0,0.5675675675675675,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
306,MAS,3ª série,Branca,Espírita/ Kardecista,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,"Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda","Não concorda, nem discorda",58.0,0.5675675675675675,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
307,MAS,Superior completo,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,58.0,0.5675675675675675,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
308,FEM,3ª série,Branca,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,44.0,0.3783783783783784,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
309,MAS,6ª série (ou 7º ano),Parda,Evangelho Quadrangular,MAIS DE 2 A 5,MAIS DE 5 A 10,CENTRO OESTE,CAPITAL,MAIS DE 500.000,"Atuar como motorista e/ou realizar entregas por aplicativo (Uber, 99, Ifood, Rappi e etc.)",Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda totalmente,Concorda totalmente,43.0,0.3648648648648649,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
310,FEM,Superior completo,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Dar aula particular/ aula de reforço,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,Não sabe/ Não respondeu,69.0,0.7162162162162162,Tenho visto mais pessoas trabalhando nos semáforos/ruas
311,MAS,5ª série (ou 6º ano),Branca,Espírita/ Kardecista,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,57.0,0.5540540540540541,Tenho visto mais pessoas trabalhando nos semáforos/ruas
312,FEM,8ª série (ou 9º ano),Parda,Assembléia de Deus,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,Concorda em parte,60.0,0.5945945945945946,Não sabe/ Não respondeu
313,FEM,3ª série,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,44.0,0.3783783783783784,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
314,FEM,5ª série (ou 6º ano),Branca,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUL,INTERIOR,DE 100.001 A 500.000,Vender roupas e outros artigos usados,"Não concorda, nem discorda",Concorda totalmente,Concorda em parte,Concorda em parte,Concorda em parte,57.0,0.5540540540540541,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
315,MAS,3ª série,Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda em parte,Concorda em parte,Concorda em parte,Discorda em parte,Concorda em parte,21.0,0.06756756756756754,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
316,FEM,3ª série,Parda,Evangélica - Não sabe especificar,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 20.001 A 50.000,Trabalhar como babá/ cuidar de crianças,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,35.0,0.2567567567567568,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
317,MAS,3ª série,Branca,Outras religiões,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda em parte,26.0,0.13513513513513514,Tenho visto mais pessoas trabalhando nos semáforos/ruas
318,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 5 A 10,MAIS DE 5 A 10,SUL,INTERIOR,ATÉ 5.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,42.0,0.3513513513513513,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
